curve_num,model,n,n_unique_time,dynamic_range,rss,aic,bic,params,Species,Temp,Medium,PopBio_units
66,gompertz,16,16,0.5570291777188325,0.07541911532507231,-79.71653183101328,-77.39876566429395,"0.446995,0.0980036,12.1149",Clavibacter.michiganensis..RDA.R.,25,TSB,OD_595
67,quadratic,15,15,0.3492952618713267,0.00406609936893077,-117.19681989281177,-115.07266928950514,"0.0206627,0.00617935,-3.05046e-05",Chryseobacterium.balustinum,35,TSB,OD_595
67,cubic,15,15,0.3492952618713267,0.003648642375717535,-116.8217550030911,-113.98955419868226,"0.0155949,0.00718598,-5.04341e-05,9.444e-08",Chryseobacterium.balustinum,35,TSB,OD_595
67,logistic,15,15,0.3492952618713267,0.008041100434163562,-106.96859304507697,-104.84444244177034,"0.309896,0.0761362,25.9466",Chryseobacterium.balustinum,35,TSB,OD_595
67,gompertz,15,15,0.3492952618713267,0.006819236262797409,-109.44086999140234,-107.3167193880957,"0.312335,0.0524742,16.4264",Chryseobacterium.balustinum,35,TSB,OD_595
68,quadratic,17,17,0.9297394289280697,0.9064731039003482,-43.83392348040958,-41.33428344824093,"0.357937,0.0172741,-9.81345e-05",Enterobacter.sp.,35,TSB,OD_595
68,cubic,17,17,0.9297394289280697,0.5816535408674984,-49.376591933862635,-46.04373855763777,"0.22346,0.0446657,-0.000644144,2.5963e-06",Enterobacter.sp.,35,TSB,OD_595
68,logistic,17,17,0.9297394289280697,0.017568412853214425,-110.8727229807393,-108.37308294857064,"0.92465,0.697876,4.89831",Enterobacter.sp.,35,TSB,OD_595
68,gompertz,17,17,0.9297394289280697,0.011091108228155762,-118.6920232365391,-116.19238320437046,"0.935022,0.478356,4.02751",Enterobacter.sp.,35,TSB,OD_595
69,quadratic,16,16,0.7462630675612419,0.2565624684694232,-60.12754919154334,-57.80978302482399,"0.0544401,0.0176945,-0.000116201",Pantoea.agglomerans.1,35,TSB,OD_595
69,cubic,16,16,0.7462630675612419,0.048329270243739085,-84.83690583881061,-81.74655094985148,"-0.0722443,0.0407502,-0.000567175,2.1243e-06",Pantoea.agglomerans.1,35,TSB,OD_595
69,logistic,16,16,0.7462630675612419,0.16312922063737928,-67.37282159744913,-65.0550554307298,"0.565003,0.522376,9.06499",Pantoea.agglomerans.1,35,TSB,OD_595
69,gompertz,16,16,0.7462630675612419,0.16599958596360126,-67.09373931301855,-64.77597314629921,"0.564772,0.314293,7.83659",Pantoea.agglomerans.1,35,TSB,OD_595
70,quadratic,15,15,0.8519165756488267,0.434090369720704,-47.1382911374532,-45.01414053414657,"0.105337,0.0144669,-0.000102047",Pantoea.agglomerans.2,35,TSB,OD_595
70,cubic,15,15,0.8519165756488267,0.12584853902985674,-63.71089551087351,-60.87869470646467,"-0.0547158,0.0425705,-0.000649935,2.57854e-06",Pantoea.agglomerans.2,35,TSB,OD_595
70,logistic,15,15,0.8519165756488267,0.30647823531582175,-52.35988106427411,-50.23573046096748,"0.481435,0.754806,7.99563",Pantoea.agglomerans.2,35,TSB,OD_595
70,gompertz,15,15,0.8519165756488267,0.3091045547224563,-52.231888434322,-50.10773783101537,"0.481901,0.506382,7.15059",Pantoea.agglomerans.2,35,TSB,OD_595
71,quadratic,15,15,0.28562438237894633,0.003954765641780588,-117.61326205211105,-115.48911144880442,"0.00719723,0.00579011,-2.95858e-05",Bacillus.pumilus,35,TSB,OD_595
71,cubic,15,15,0.28562438237894633,0.00154363799655189,-129.72495271244742,-126.89275190803858,"-0.00848052,0.00837992,-7.9575e-05,2.3441e-07",Bacillus.pumilus,35,TSB,OD_595
71,logistic,15,15,0.28562438237894633,0.0044390618374007184,-115.88043635774216,-113.75628575443552,"0.255565,0.127062,19.3884",Bacillus.pumilus,35,TSB,OD_595
71,gompertz,15,15,0.28562438237894633,0.00295317217576213,-121.99388360476084,-119.86973300145421,"0.257828,0.0818548,13.9403",Bacillus.pumilus,35,TSB,OD_595
72,quadratic,17,17,0.7647058823529411,0.14223270893549136,-75.3195698951006,-72.81992986293196,"0.0812471,0.0170427,-9.17931e-05",Clavibacter.michiganensis,35,TSB,OD_595
72,cubic,17,17,0.7647058823529411,0.03959018612414489,-95.06058513087152,-91.72773175464665,"0.00410415,0.0325656,-0.000399726,1.45963e-06",Clavibacter.michiganensis,35,TSB,OD_595
72,logistic,17,17,0.7647058823529411,0.0056729564375746395,-130.0893898016748,-127.58974976950614,"0.738896,0.293715,10.3139",Clavibacter.michiganensis,35,TSB,OD_595
72,gompertz,17,17,0.7647058823529411,0.003385413046497961,-138.8653759258258,-136.36573589365713,"0.745655,0.162756,8.37249",Clavibacter.michiganensis,35,TSB,OD_595
73,quadratic,17,17,0.1871657754010693,0.006132404216359514,-128.76548966550794,-126.26584963333929,"0.0295089,0.004076,-2.2668e-05",Pseudomonas.fluorescens.1,35,TSB,OD_595
73,cubic,17,17,0.1871657754010693,0.0015454837737005514,-150.1957378726028,-146.86288449637792,"0.0135269,0.00731736,-8.70933e-05,3.05535e-07",Pseudomonas.fluorescens.1,35,TSB,OD_595
73,logistic,17,17,0.1871657754010693,0.0011831185244404738,-156.73785250676826,-154.2382124745996,"0.177769,0.257426,9.33379",Pseudomonas.fluorescens.1,35,TSB,OD_595
73,gompertz,17,17,0.1871657754010693,0.0006960706343731416,-165.75563693134131,-163.25599689917266,"0.179946,0.145638,7.15645",Pseudomonas.fluorescens.1,35,TSB,OD_595
74,quadratic,15,15,0.24866310160427768,0.030200139520075962,-87.11938403766194,-84.99523343435531,"0.0731418,0.00515582,-3.33404e-05",Pseudomonas.fluorescens.2,35,TSB,OD_595
74,cubic,15,15,0.24866310160427768,0.01069889180520551,-100.68497970380726,-97.85277889939842,"0.0300327,0.0124526,-0.000174338,6.60431e-07",Pseudomonas.fluorescens.2,35,TSB,OD_595
74,logistic,15,15,0.24866310160427768,0.01041869750480676,-103.08305176666377,-100.95890116335714,"0.224009,0.39955,6.9301",Pseudomonas.fluorescens.2,35,TSB,OD_595
74,gompertz,15,15,0.24866310160427768,0.011481190628608667,-101.62643071916011,-99.50228011585348,"0.224169,0.256973,5.26023",Pseudomonas.fluorescens.2,35,TSB,OD_595
75,quadratic,16,16,0.4251336898395723,0.03345694731768088,-92.72135269770399,-90.40358653098465,"0.0786213,0.00611315,-2.61559e-05",Acinetobacter.clacoaceticus.1,35,TSB,OD_595
75,cubic,16,16,0.4251336898395723,0.02062957178677083,-98.4578948988122,-95.36754000985307,"0.0497275,0.0116543,-0.000135557,5.17847e-07",Acinetobacter.clacoaceticus.1,35,TSB,OD_595
75,logistic,16,16,0.4251336898395723,0.029965506343934314,-94.48475311374784,-92.1669869470285,"0.363275,0.312875,8.43647",Acinetobacter.clacoaceticus.1,35,TSB,OD_595
75,gompertz,16,16,0.4251336898395723,0.025681351052749928,-96.95326260313088,-94.63549643641154,"0.379587,0.112141,7.34104",Acinetobacter.clacoaceticus.1,35,TSB,OD_595
76,quadratic,16,16,0.3529411764705881,0.05437184221560863,-84.95196140312231,-82.63419523640297,"0.0556969,0.00930942,-6.71921e-05",Acinetobacter.clacoaceticus.2,35,TSB,OD_595
76,cubic,16,16,0.3529411764705881,0.032735836253670554,-91.06997781586249,-87.97962292690336,"0.0169735,0.0165871,-0.000210605,6.78583e-07",Acinetobacter.clacoaceticus.2,35,TSB,OD_595
76,logistic,16,16,0.3529411764705881,0.09905104789556328,-75.35533837876501,-73.03757221204567,"0.259058,0.494129,7.10782",Acinetobacter.clacoaceticus.2,35,TSB,OD_595
76,gompertz,16,16,0.3529411764705881,0.10182273738978623,-74.91376909617499,-72.59600292945565,"0.25897,0.297338,5.62204",Acinetobacter.clacoaceticus.2,35,TSB,OD_595
77,quadratic,15,15,0.2198391420911527,0.010531566871841863,-102.92142546395219,-100.79727486064556,"0.0497636,0.00472036,-2.82175e-05",Stenotrophomonas.maltophilia.1,35,TSB,OD_595
77,cubic,15,15,0.2198391420911527,0.001213786795309609,-133.33090636789504,-130.4987055634862,"0.0238499,0.00954796,-0.000123035,4.47705e-07",Stenotrophomonas.maltophilia.1,35,TSB,OD_595
77,logistic,15,15,0.2198391420911527,0.0035524061089541557,-119.22270493521076,-117.09855433190413,"0.205929,0.248602,8.29617",Stenotrophomonas.maltophilia.1,35,TSB,OD_595
77,gompertz,15,15,0.2198391420911527,0.0034808026623828533,-119.52813844175392,-117.40398783844729,"0.207389,0.151822,5.92052",Stenotrophomonas.maltophilia.1,35,TSB,OD_595
78,quadratic,16,16,0.2064343163538869,0.019225333361949908,-101.58584233531431,-99.26807616859497,"0.0508942,0.00339423,-2.08535e-05",Stenotrophomonas.maltophilia.2,35,TSB,OD_595
78,cubic,16,16,0.2064343163538869,0.006856342535960601,-116.0827177549862,-112.99236286602708,"0.0222769,0.00892856,-0.000129965,5.15879e-07",Stenotrophomonas.maltophilia.2,35,TSB,OD_595
78,logistic,16,16,0.2064343163538869,0.0060124569689089654,-120.18416836406188,-117.86640219734254,"0.164137,0.288687,7.19079",Stenotrophomonas.maltophilia.2,35,TSB,OD_595
78,gompertz,16,16,0.2064343163538869,0.006562288805373821,-118.78407289376486,-116.46630672704552,"0.163564,0.19556,5.00137",Stenotrophomonas.maltophilia.2,35,TSB,OD_595
79,quadratic,18,18,0.9088471849865947,1.426694959212178,-39.63020170698688,-36.95908643329839,"0.556878,0.013098,-8.07527e-05",Klebsiella.pneumonia,35,TSB,OD_595
79,cubic,18,18,0.9088471849865947,1.0851734990806512,-42.55537378061307,-38.993886749028405,"0.43198,0.0399607,-0.000620727,2.57582e-06",Klebsiella.pneumonia,35,TSB,OD_595
79,logistic,18,18,0.9088471849865947,0.0016125645016205068,-161.76542280574017,-159.0943075320517,"0.920462,1.67268,2.31438",Klebsiella.pneumonia,35,TSB,OD_595
79,gompertz,18,18,0.9088471849865947,1.6687772704317396,-36.80905031456726,-34.137935040878766,"1.70757,0.00523236,0.0075067",Klebsiella.pneumonia,35,TSB,OD_595
80,quadratic,18,18,0.8579088471849861,1.4087987982732697,-39.85741798879981,-37.18630271511132,"0.355813,0.0130784,-0.000102054",Dickeya.zeae,35,TSB,OD_595
80,cubic,18,18,0.8579088471849861,0.8233417593931135,-47.52560191412893,-43.964114882544266,"0.188211,0.0488273,-0.000819386,3.41994e-06",Dickeya.zeae,35,TSB,OD_595
80,logistic,18,18,0.8579088471849861,1.8097626938652367,-35.349168532361354,-32.67805325867286,"0.913562,0.000945356,0.00450439",Dickeya.zeae,35,TSB,OD_595
80,gompertz,18,18,0.8579088471849861,1.8097731927550462,-35.34906411012464,-32.677948836436144,"1.24185,0.000467559,0.00450411",Dickeya.zeae,35,TSB,OD_595
81,quadratic,16,16,0.3475935828877004,0.05292382104269157,-85.3838473671882,-83.06608120046886,"0.0564633,0.00926647,-6.69058e-05",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595
81,cubic,16,16,0.3475935828877004,0.03197120397266259,-91.44813407052521,-88.35777918156609,"0.0173782,0.0164721,-0.000208656,6.70327e-07",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595
81,logistic,16,16,0.3475935828877004,0.09950728566978014,-75.28181019081872,-72.96404402409938,"0.258691,0.457956,7.19615",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595
81,gompertz,16,16,0.3475935828877004,0.1022352879907521,-74.84907359011441,-72.53130742339508,"0.2584,0.276025,5.5803",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,35,TSB,OD_595
82,quadratic,17,17,0.6729222520107228,0.7457520048684073,-47.15178369133518,-44.65214365916653,"0.215921,0.00869014,-6.40372e-05",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595
82,cubic,17,17,0.6729222520107228,0.4237954862944532,-54.759199672883376,-51.42634629665851,"0.0795435,0.035894,-0.000603623,2.55658e-06",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595
82,logistic,17,17,0.6729222520107228,0.9012040056085695,-43.93302848558486,-41.433388453416214,"0.563684,0.00452038,0.00300269",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595
82,gompertz,17,17,0.6729222520107228,0.9015998104759054,-43.92556379886434,-41.42592376669569,"0.77013,0.00207759,0.00300277",Pantoea.agglomerans..RDA.R.,35,TSB,OD_595
83,quadratic,18,18,0.7887700534759353,1.319135302218189,-41.04111558053616,-38.370000306847665,"0.365452,0.00928443,-8.33602e-05",Dickeya.zeae..RDA.R.,35,TSB,OD_595
83,cubic,18,18,0.7887700534759353,0.7757199207744132,-48.59803915627504,-45.03655212469039,"0.200953,0.0441903,-0.00078377,3.34346e-06",Dickeya.zeae..RDA.R.,35,TSB,OD_595
83,logistic,18,18,0.7887700534759353,1.6331496786044999,-37.19750320992803,-34.52638793623954,"0.820559,1.59382e-14,24.4721",Dickeya.zeae..RDA.R.,35,TSB,OD_595
83,gompertz,18,18,0.7887700534759353,1.6331496786053195,-37.197503209919,-34.526387936230506,"1.11526,4.30571e-17,28.7511",Dickeya.zeae..RDA.R.,35,TSB,OD_595
84,quadratic,15,15,0.1256684491978605,0.009133948560624426,-105.05711095462124,-102.9329603513146,"0.0480493,0.00239352,-1.60056e-05",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595
84,cubic,15,15,0.1256684491978605,0.004131428973763103,-114.95773201697837,-112.12553121256953,"0.0278676,0.0060058,-8.65719e-05,3.325e-07",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595
84,logistic,15,15,0.1256684491978605,0.002810803767420667,-122.73502499117748,-120.61087438787085,"0.112987,0.46056,5.35265",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595
84,gompertz,15,15,0.1256684491978605,0.0180106788879564,-94.87260939826565,-92.74845879495902,"0.172291,0.00750781,0.558882",Acinetobacter.clacoaceticus..RDA.R.,35,TSB,OD_595
85,quadratic,15,15,0.1577540106951883,0.00836425431007322,-106.3775744049446,-104.25342380163796,"0.0252625,0.00323313,-2.00027e-05",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595
85,cubic,15,15,0.1577540106951883,0.0029313727594080558,-120.10501972309936,-117.27281891869052,"0.00641631,0.0069083,-9.25415e-05,3.4316e-07",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595
85,logistic,15,15,0.1577540106951883,0.0034601991199397406,-119.61719015332605,-117.49303955001942,"0.128945,0.276463,8.86609",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595
85,gompertz,15,15,0.1577540106951883,0.0037107106529749214,-118.56873106712092,-116.44458046381429,"0.128633,0.182955,6.45556",Stenotrophomonas.maltophilia..RDA.R.,35,TSB,OD_595
86,quadratic,18,18,0.8716577540106958,1.280457589626626,-41.57677653516912,-38.905661261480624,"0.509169,0.0130892,-7.82829e-05",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595
86,cubic,18,18,0.8716577540106958,0.9321550816435896,-45.29130110959236,-41.729814078007706,"0.380053,0.0406575,-0.000631481,2.63834e-06",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595
86,logistic,18,18,0.8716577540106958,0.00366707982360647,-146.97716483874828,-144.3060495650598,"0.890669,1.2885,2.73006",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595
86,gompertz,18,18,0.8716577540106958,1.498303477294916,-38.74868949009027,-36.07757421640178,"1.55601,0.00674464,3.77758e-13",Klebsiella.pneumonia..RDA.R.,35,TSB,OD_595
87,quadratic,17,17,0.3716577540106953,0.01612586581219781,-112.32924915631054,-109.82960912414188,"0.0335498,0.00758276,-4.18256e-05",Bacillus.pumilus..RDA.R.,35,TSB,OD_595
87,cubic,17,17,0.3716577540106953,0.005506055606044403,-128.59704199233747,-125.2641886161126,"0.00624277,0.0127151,-0.000142862,4.77748e-07",Bacillus.pumilus..RDA.R.,35,TSB,OD_595
87,logistic,17,17,0.3716577540106953,0.008857611505973485,-122.51475510022146,-120.01511506805281,"0.315435,0.216786,11.5052",Bacillus.pumilus..RDA.R.,35,TSB,OD_595
87,gompertz,17,17,0.3716577540106953,0.0067442723237178225,-127.14867539110367,-124.64903535893501,"0.319666,0.127803,8.89488",Bacillus.pumilus..RDA.R.,35,TSB,OD_595
88,quadratic,17,17,0.6229946524064186,0.14110931193500048,-75.45437410819245,-72.95473407602381,"0.0998973,0.0141536,-8.37217e-05",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595
88,cubic,17,17,0.6229946524064186,0.04362608671139526,-93.41032665311464,-90.07747327688978,"0.022226,0.0293511,-0.000384523,1.42414e-06",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595
88,logistic,17,17,0.6229946524064186,0.018789545872289218,-109.73035563432951,-107.23071560216087,"0.576672,0.344831,8.54982",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595
88,gompertz,17,17,0.6229946524064186,0.019159992955384432,-109.39845170886879,-106.89881167670015,"0.577883,0.209954,6.71209",Clavibacter.michiganensis..RDA.R.,35,TSB,OD_595
89,quadratic,11,11,19553.951576236384,39842348.76479973,172.12800238192708,173.3216882003222,"-1797.23,23.246,-0.00124851",Tetraselmis tetrahele,5,ESAW,N
89,cubic,11,11,19553.951576236384,21431620.059000585,167.30730958458295,168.89889067577644,"522.139,-8.76473,0.0805166,-5.34456e-05",Tetraselmis tetrahele,5,ESAW,N
89,logistic,11,11,19553.951576236384,15470620.893352237,161.722138926886,162.91582474528113,"18102.4,0.0102541,450.052",Tetraselmis tetrahele,5,ESAW,N
89,gompertz,11,11,19553.951576236384,12551332.362898583,159.42186320431352,160.61554902270865,"18931.4,0.00616503,393.908",Tetraselmis tetrahele,5,ESAW,N
90,quadratic,11,11,22128.601532427278,37309355.83394827,171.4054534771247,172.59913929551982,"-1351.51,19.907,0.00249713",Tetraselmis tetrahele,5,ESAW,N
90,cubic,11,11,22128.601532427278,31050782.539640628,171.38563225372,172.97721334491348,"-0.729151,1.24007,0.0502071,-3.11931e-05",Tetraselmis tetrahele,5,ESAW,N
90,logistic,11,11,22128.601532427278,31348679.23411961,169.49066163830616,170.6843474567013,"18908,0.0084637,468.908",Tetraselmis tetrahele,5,ESAW,N
90,gompertz,11,11,22128.601532427278,24535085.40043574,166.79491379007396,167.9885996084691,"20524.4,0.00480665,414.134",Tetraselmis tetrahele,5,ESAW,N
91,quadratic,11,11,20616.22369369098,41646056.9174909,172.61504175192948,173.8087275703246,"-649.437,18.7334,0.00407526",Tetraselmis tetrahele,5,ESAW,N
91,cubic,11,11,20616.22369369098,27180543.918577947,169.92128375950682,171.5128648507003,"1360,-9.37646,0.0761809,-4.72096e-05",Tetraselmis tetrahele,5,ESAW,N
91,logistic,11,11,20616.22369369098,27520869.174739875,168.0581586922842,169.25184451067932,"21855.5,0.00636968,530.676",Tetraselmis tetrahele,5,ESAW,N
91,gompertz,11,11,20616.22369369098,27934859.383926444,168.2223969781401,169.41608279653522,"24697.2,0.00346627,462.426",Tetraselmis tetrahele,5,ESAW,N
92,quadratic,11,11,26760.16929502829,78950400.99145028,179.6507861540143,180.84447197240942,"-1281.6,24.0976,0.00171139",Tetraselmis tetrahele,5,ESAW,N
92,cubic,11,11,26760.16929502829,51605637.25179862,176.97370820827246,178.56528929946595,"1552.56,-15.1365,0.102164,-6.57981e-05",Tetraselmis tetrahele,5,ESAW,N
92,logistic,11,11,26760.16929502829,49060101.01119397,174.4172752121852,175.6109610305803,"23088.7,0.00782978,496.585",Tetraselmis tetrahele,5,ESAW,N
92,gompertz,11,11,26760.16929502829,53177238.751766555,175.30370321645728,176.4973890348524,"25327.7,0.00433241,434.883",Tetraselmis tetrahele,5,ESAW,N
93,quadratic,9,9,20883.362627878178,22431563.402392827,138.55879525317658,139.15046898518523,"-3026.81,31.0947,-0.00857577",Tetraselmis tetrahele,5,ESAW,N
93,cubic,9,9,20883.362627878178,19677238.57598308,139.37973691531303,140.16863522465792,"-1572.71,14.2839,0.0327337,-2.70272e-05",Tetraselmis tetrahele,5,ESAW,N
93,logistic,9,9,20883.362627878178,17605926.480807498,136.37869402069296,136.97036775270163,"17831,0.00874467,439.186",Tetraselmis tetrahele,5,ESAW,N
93,gompertz,9,9,20883.362627878178,17114497.104995195,136.1239068199984,136.71558055200705,"19312.3,0.00481203,379.842",Tetraselmis tetrahele,5,ESAW,N
94,quadratic,11,11,19727.047877745284,25813129.97573138,167.35348417571691,168.54716999411204,"-1710.27,44.8993,-0.0232554",Tetraselmis tetrahele,8,ESAW,N
94,cubic,11,11,19727.047877745284,18018085.17001305,165.39890397356876,166.99048506476225,"-327.032,24.9954,0.0283938,-3.40382e-05",Tetraselmis tetrahele,8,ESAW,N
94,logistic,11,11,19727.047877745284,8375103.613052343,154.97166607959073,156.16535189798586,"19690.4,0.0097121,327.045",Tetraselmis tetrahele,8,ESAW,N
94,gompertz,11,11,19727.047877745284,10901297.935153004,157.87146858324635,159.06515440164148,"20098.9,0.00628268,262.308",Tetraselmis tetrahele,8,ESAW,N
95,quadratic,10,10,22761.9783204753,39973855.342485234,158.0115108894595,158.91926616844162,"-2371.81,54.3651,-0.0300374",Tetraselmis tetrahele,8,ESAW,N
95,cubic,10,10,22761.9783204753,39963237.13907711,160.00885424955905,161.21919462153522,"-2297.31,53.5147,-0.0279685,-1.30651e-06",Tetraselmis tetrahele,8,ESAW,N
95,logistic,10,10,22761.9783204753,34004722.799598,156.39424885810394,157.30200413708607,"21709.3,0.0103785,295.639",Tetraselmis tetrahele,8,ESAW,N
95,gompertz,10,10,22761.9783204753,32110298.285240985,155.82102262509693,156.72877790407907,"22081.2,0.00665064,238.285",Tetraselmis tetrahele,8,ESAW,N
96,quadratic,11,11,23387.828183665275,47091817.22485803,173.96685993052708,175.1605457489222,"-165.575,30.0529,-0.00808656",Tetraselmis tetrahele,8,ESAW,N
96,cubic,11,11,23387.828183665275,43414200.60617633,175.07242063226388,176.66400172345737,"-1169.86,44.0605,-0.0442305,2.37804e-05",Tetraselmis tetrahele,8,ESAW,N
96,logistic,11,11,23387.828183665275,59850932.66792695,176.6041953051972,177.79788112359233,"20609.1,0.00637083,378.361",Tetraselmis tetrahele,8,ESAW,N
96,gompertz,11,11,23387.828183665275,50675208.16984307,174.77357293978727,175.9672587581824,"22495.5,0.00370362,309.126",Tetraselmis tetrahele,8,ESAW,N
97,quadratic,11,11,20782.675857825296,59748436.58489112,176.58534140661138,177.7790272250065,"-2720.15,46.2711,-0.0241149",Tetraselmis tetrahele,8,ESAW,N
97,cubic,11,11,20782.675857825296,43698326.759194106,175.14417606998214,176.73575716117563,"-583.769,16.6745,0.0520659,-5.00768e-05",Tetraselmis tetrahele,8,ESAW,N
97,logistic,11,11,20782.675857825296,25214754.761113375,167.09549076208148,168.2891765804766,"19299.4,0.0112054,346.072",Tetraselmis tetrahele,8,ESAW,N
97,gompertz,11,11,20782.675857825296,28434051.82540176,168.41722992037165,169.61091573876678,"19461,0.00770325,285.908",Tetraselmis tetrahele,8,ESAW,N
98,quadratic,11,11,21574.396842885253,35095879.09896023,170.73268904572961,171.92637486412474,"-1297.9,45.0056,-0.0231621",Tetraselmis tetrahele,8,ESAW,N
98,cubic,11,11,21574.396842885253,34948205.94679065,172.6863066258701,174.27788771706358,"-1499.37,47.8247,-0.0304514,4.80677e-06",Tetraselmis tetrahele,8,ESAW,N
98,logistic,11,11,21574.396842885253,30068808.79678273,169.03214033745348,170.2258261558486,"19820.6,0.00966183,297.652",Tetraselmis tetrahele,8,ESAW,N
98,gompertz,11,11,21574.396842885253,25276532.973034546,167.12240869983833,168.31609451823346,"20212,0.00645015,235.875",Tetraselmis tetrahele,8,ESAW,N
99,quadratic,12,12,19639.15857574292,128870715.00628361,200.27296320884204,201.72768315820605,"2339.01,47.5063,-0.0323199",Tetraselmis tetrahele,16,ESAW,N
99,cubic,12,12,19639.15857574292,69646292.68548189,194.88840055052714,196.82802714967914,"-1927.89,108.491,-0.19443,0.000112262",Tetraselmis tetrahele,16,ESAW,N
99,logistic,12,12,19639.15857574292,41997743.35304153,186.81863754391998,188.27335749328398,"18024.7,0.0349612,158.493",Tetraselmis tetrahele,16,ESAW,N
99,gompertz,12,12,19639.15857574292,46419134.48512173,188.01978796257134,189.47450791193535,"18063,0.0223272,133.208",Tetraselmis tetrahele,16,ESAW,N
100,quadratic,12,12,19667.068931890142,170440510.51138675,203.62788278471078,205.08260273407478,"945.715,47.9675,-0.0341139",Tetraselmis tetrahele,16,ESAW,N
100,cubic,12,12,19667.068931890142,123838941.15410714,201.79502921442747,203.73465581357948,"-2905.8,102.404,-0.178504,9.98725e-05",Tetraselmis tetrahele,16,ESAW,N
100,logistic,12,12,19667.068931890142,60778820.85763898,191.2541435436752,192.70886349303922,"16394.1,0.322288,181.412",Tetraselmis tetrahele,16,ESAW,N
100,gompertz,12,12,19667.068931890142,60778820.850610115,191.25414354228747,192.70886349165147,"16394.1,0.356401,179.643",Tetraselmis tetrahele,16,ESAW,N
101,quadratic,13,13,19328.02656807828,98508321.35341154,211.92912893615113,213.62397700853575,"626.792,60.0401,-0.0476058",Tetraselmis tetrahele,16,ESAW,N
101,cubic,13,13,19328.02656807828,83591744.31901982,211.79457752617915,214.0543749560253,"-1473.76,88.2089,-0.117636,4.52055e-05",Tetraselmis tetrahele,16,ESAW,N
101,logistic,13,13,19328.02656807828,60838137.80745233,205.66411477213958,207.3589628445242,"17108.4,0.0365076,170.281",Tetraselmis tetrahele,16,ESAW,N
101,gompertz,13,13,19328.02656807828,61969380.11739282,205.90362072824027,207.5984688006249,"17057.5,0.0477846,167.51",Tetraselmis tetrahele,16,ESAW,N
102,quadratic,13,13,21154.61834711776,166592727.211706,218.75947257618515,220.45432064856976,"290.674,57.2618,-0.0410676",Tetraselmis tetrahele,16,ESAW,N
102,cubic,13,13,21154.61834711776,110865693.55929902,215.46544911662204,217.72524654646818,"-4703.22,116.018,-0.179455,8.60854e-05",Tetraselmis tetrahele,16,ESAW,N
102,logistic,13,13,21154.61834711776,45987105.856466144,202.02598925299293,203.72083732537754,"18272.7,0.230182,197.941",Tetraselmis tetrahele,16,ESAW,N
102,gompertz,13,13,21154.61834711776,45987099.5247795,202.02598746310136,203.72083553548597,"18273.5,0.262683,196.575",Tetraselmis tetrahele,16,ESAW,N
103,quadratic,13,13,18285.7363329615,91792893.27369526,211.0112490375721,212.70609710995672,"1119.63,57.0867,-0.0437941",Tetraselmis tetrahele,16,ESAW,N
103,cubic,13,13,18285.7363329615,57972803.27379113,207.03695749605657,209.29675492590272,"-2202.77,100.61,-0.15119,6.90592e-05",Tetraselmis tetrahele,16,ESAW,N
103,logistic,13,13,18285.7363329615,24340219.555418544,193.7549870088818,195.44983508126643,"17505.7,0.0433349,170.143",Tetraselmis tetrahele,16,ESAW,N
103,gompertz,13,13,18285.7363329615,24337043.132182203,193.75329038504347,195.4481384574281,"17462.3,0.238762,175.583",Tetraselmis tetrahele,16,ESAW,N
104,quadratic,13,13,13297.41703085627,49920684.95504269,203.09295639181613,204.78780446420075,"3586.41,14.1801,-0.00465792",Tetraselmis tetrahele,25,ESAW,N
104,cubic,13,13,13297.41703085627,47358629.397230506,204.4080332573769,206.66783068722305,"2668.48,26.1601,-0.0341414,1.89197e-05",Tetraselmis tetrahele,25,ESAW,N
104,logistic,13,13,13297.41703085627,51379818.73309199,203.4674866347555,205.1623347071401,"14094.3,0.00333063,277.049",Tetraselmis tetrahele,25,ESAW,N
104,gompertz,13,13,13297.41703085627,50548775.41366278,203.2554989655481,204.95034703793272,"15051,0.00224207,146.09",Tetraselmis tetrahele,25,ESAW,N
105,quadratic,13,13,12726.99770608412,34020746.31353004,198.10791242140374,199.80276049378836,"2977.39,10.9199,-0.00120592",Tetraselmis tetrahele,25,ESAW,N
